FID,segmentid,street,boro,facilitycl,fromstreet,tostreet,onoffst,allclasses,instdate,moddate,comments,bikedir,lanecount,ft_facilit,tf_facilit
16981,251939,SHORE PKWY GREENWAY,3,I,BRIGHAM ST,KINGS-QN CNTY BNDY,OFF,I,1941-01-01T00:00:00,1941-01-01T00:00:00, ,2,2,Greenway,Greenway
16982,309254,HUDSON RIVER GREENWAY 79TH ST LINK,1,L,79 ST SOUTH ACCESS RAMP,HUDSON RIVER GREENWAY,OFF,L,2001-04-01T00:00:00,2001-04-01T00:00:00,access point to Hudson River Greenway,2,0,Link,Link
16983,110513,NEW LOTS AVE,3,III,HEGEMAN AV,ATKINS AVENUE,ON,III,2013-11-13T00:00:00,2013-11-13T00:00:00, ,2,2,Sharrows,Sharrows
16984,153669,34 AV,4,II,59 ST,113 ST,ON,II,1997-04-01T00:00:00,1997-04-01T00:00:00, ,R,1,Standard, 
16985,285376,C P W 77 APPR,1,I,CENTRAL PARK W,WEST DR,OFF,I,1979-05-01T00:00:00,1979-05-01T00:00:00, ,2,2,Greenway,Greenway
16986,31014,WILLOUGHBY AV,3,II,WASHINGTON PARK,MYRTLE AV,ON,II,2007-05-01T00:00:00,2007-05-01T00:00:00, ,R,1,Standard, 
16987,116597,EAST 222 STREET,2,II,WHITE PLAINS RD,BAYCHESTER AVE,ON,II,2013-07-12T00:00:00,2013-07-12T00:00:00, ,2,2,Standard,Standard
16988,231503,BEDFORD AV,3,II,EMMONS AV,DIVISION AV,ON,II,1997-08-01T00:00:00,1997-08-01T00:00:00, ,2,2,Standard,Standard
16989,18149,SOUTH END AV,1,III,W THAMES ST,ALBANY ST,ON,III,2014-07-24T00:00:00,2014-07-24T00:00:00, ,2,2,Bike-Friendly Parking,Bike-Friendly Parking
16990,21325,37 ST,3,II,9 AV,12 AV,ON,II,2001-11-01T00:00:00,2001-11-01T00:00:00, ,R,1,Standard, 
16991,70034,WILLIS AV,2,I,E 135 ST,E 148 ST,ON,I,2008-09-18T00:00:00,2019-10-29, ,2,2,Protected Path,Protected Path
16992,284772,BAY ST,5,III,RICHMOND TER,UNNAMED ST,ON,III,1980-07-01T00:00:00,2009-12-15T00:00:00, ,L,1, ,Sharrows
16993,16094,BAY ST,5,III,HYLAN BLVD,SCHOOL RD,ON,III,1980-07-01T00:00:00,2009-12-15T00:00:00, ,2,2,Sharrows,Sharrows
16994,248174,MARINE PARK GREENWAY,3,I,FILMORE AV,AV U,OFF,I,1979-01-01T00:00:00,1979-01-01T00:00:00, ,2,2,Greenway,Greenway
16995,302207,W 181 ST,1,III,AMSTERDAM AV,RIVERSIDE DR,ON,III,2011-11-14T00:00:00,2011-11-14T00:00:00, ,R,1,Sharrows, 
16996,145267,DELANCEY ST,1,I,ALLEN ST,WILLIAMSBURG BRIDGE,ON,I,2018-11-12T00:00:00,2018-11-12T00:00:00, ,2,2,Protected Path,Protected Path
16997,48705,ONDERDONK AVENUE,4,II,FLUSHING AVE,69 AVE,ON,II,2014-08-21T00:00:00,2014-08-21T00:00:00, ,R,1,Standard, 
16998,166246,W 106 ST,1,III,RIVERSIDE DRIVE,CENTRAL PARK W,ON,III,2008-08-22T00:00:00,2008-08-22T00:00:00, ,2,2,Sharrows,Sharrows
16999,45135,HARMAN ST,3,II,WOODWARD AV,EVERGREEN AV,ON,II,2018-12-31T00:00:00,2018-12-31T00:00:00, ,L,1, ,Standard
17000,149834,GRAND CONCOURSE,2,II,E 161 ST,VAN CORTLANDT AVE E,ON,II,2009-05-01T00:00:00,2009-05-01T00:00:00, ,R,1,Standard, 
17001,251807,1 AV,1,I,E 1 ST,E 34 ST,ON,I,2010-10-01T00:00:00,2010-10-01T00:00:00, ,R,1,Protected Path, 
17002,35518,GREENPOINT AVE,3,II,PROVOST ST,MOULTRIE ST,ON,II,2008-06-18T00:00:00,2015-07-08T00:00:00, ,2,2,Standard,Curbside
17003,272799,LIC GREENWAY,4,I,54 AV,50 AV,OFF,I,2013-10-15T00:00:00,2013-10-15T00:00:00, ,2,2,Greenway,Greenway
17004,67607,43 AV,4,I,SKILLMAN AV,51 ST,ON,I,2008-05-01T00:00:00,2018-10-25T00:00:00, ,R,1,Protected Path, 
17005,30075,CARLTON AV,3,II,ATLANTIC AV,FLUSHING AV,ON,II,2007-05-01T00:00:00,2007-05-01T00:00:00, ,L,1, ,Standard
17006,155698,QUEENS BLVD,4,I,73 ST,50 ST,ON,I,2015-10-09T00:00:00,2015-10-09T00:00:00, ,L,1, ,Protected Path
17007,5402,ARLENE ST,5,II,LAMBERTS LA,SIGNS RD,ON,II,2005-11-01T00:00:00,2005-11-01T00:00:00, ,2,2,Standard,Standard
17008,231623,MADISON ST,1,II,PIKE ST,GOUVERNEUR ST,ON,II,2006-10-01T00:00:00,2006-10-01T00:00:00, ,2,2,Standard,Standard
17009,51532,157 AV,4,II,84 ST,98 ST,ON,II,2008-04-01T00:00:00,2008-04-01T00:00:00, ,2,2,Standard,Standard
17010,233795,CUNNINGHAM PARK GREENWAY,4,I,HOLLIS HILLS TER,HOR HARDING EXWY SR S,OFF,I,1986-01-01T00:00:00,1986-01-01T00:00:00, ,2,2,Greenway,Greenway
17011,16046,BAY ST,5,III,HYLAN BLVD,SCHOOL RD,ON,III,1980-07-01T00:00:00,2009-12-15T00:00:00, ,2,2,Sharrows,Sharrows
17012,262545,C P LENOX APPR,1,I,CENTRAL PARK N,EAST DR,ON,I,1979-05-01T00:00:00,2018-06-27,Autos limited 2012-09-15.  Fully auto-free 2018-06-27,2,2,Greenway,Greenway
17013,37318,COLUMBUS AV,1,I,W 96 ST,W 77 ST,ON,I,2010-08-01T00:00:00,2010-08-01T00:00:00, ,L,1, ,Protected Path
17014,300138,EAST DR,1,I,TERRACE DR,CENTRAL PARK N,ON,I,1979-05-01T00:00:00,1979-05-01T00:00:00,Central Park Auto-Free Hours: Closed to Cars,R,1,Greenway, 
17015,152525,METROPOLITAN AVE,3,II,VARICK AVE,VARICK AVE,ON,II,2016-12-16T00:00:00,2016-12-16T00:00:00, ,L,1, ,Curbside
17016,40425,GERRITSEN AV,3,I,AVE X,GERRITSEN BEACH,ON,I,2009-10-01T00:00:00,2017-12-19T00:00:00, ,2,2,Protected Path,Protected Path
17017,266042,THIRD AV,2,II,BOSTON RD,CROSS BRONX EXPY,ON,II,2018-11-15T00:00:00,2018-11-15T00:00:00, ,2,2,Standard,Standard
17018,9001173,31 AVE,4,II,49 ST,51 ST,ON,II,2016-10-14T00:00:00,2016-10-14T00:00:00, ,2,2,Standard,Standard
17019,161587,SHORE PKWY,3,III,CROPSEY AV,24 AV,ON,III,1998-07-01T00:00:00,1998-07-01T00:00:00, ,L,1, ,Signed Route
17020,87764,E 213 ST,2,II,SHOELACE PARK GWY,BARNES AVE,ON,II,2017-10-06T00:00:00,2017-10-06T00:00:00, ,R,1,Standard, 
17021,49480,COOPER AV,4,III,66 ST,73 PL,ON,III,2000-01-01T00:00:00,2000-01-01T00:00:00, ,2,2,Signed Route,Signed Route
17022,29308,WASHINGTON AV,3,III,STERLING PL,EASTERN PKWY,ON,III,2011-06-01T00:00:00,2011-06-01T00:00:00, ,2,2,Sharrows,Sharrows
17023,150041,164 ST,4,III,HOR HARDING EXWY SR N,BOOTH MEMORIAL AV,ON,III,2007-08-01T00:00:00,2007-08-01T00:00:00, ,L,1, ,Sharrows
17024,9004660,MANHATTAN AV,3,II,COOK ST,LEONARD ST,ON,II,2003-06-01T00:00:00,2003-06-01T00:00:00, ,R,1,Standard, 
17025,222423,BATTERY PARK CITY GREENWAY,1,I,HUDSON RIVER GREENWAY,HUDSON RIVER GREENWAY,OFF,I,1996-01-01T00:00:00,1996-01-01T00:00:00, ,2,2,Greenway,Greenway
17026,100822,WINCHESTER BLVD,4,II,BRADDOCK AV,UNION TP,ON,II,2002-06-01T00:00:00,2002-06-01T00:00:00, ,2,2,Standard,Standard
17027,9009165,NEPTUNE AV,3,II,W 37 ST,BRIGHTON 8 ST,ON,II,2005-08-01T00:00:00,2005-08-01T00:00:00, ,R,1,Standard, 
17028,30060,DE KALB AV,3,II,MALCOLM X BLVD,HUDSON AV,ON,II,2004-06-01T00:00:00,2004-06-01T00:00:00, ,L,1, ,Standard
17029,47811,SCHENCK AVENUE,3,III,NEW LOTS AV,LIBERTY AV,ON,III,2013-11-13T00:00:00,2013-11-13T00:00:00, ,L,1, ,Sharrows
17030,70315,E 138 ST,2,II,3 AV,BRUCKNER BLVD,ON,II,2013-11-07T00:00:00,2013-11-07T00:00:00, ,2,2,Standard,Standard
17031,45314,WOODWARD AVE,4,II,CATALPA AVE,FLUSHING AVE,ON,II,2014-08-21T00:00:00,2014-08-21T00:00:00, ,L,1, ,Standard
17032,11628,N RAILROAD AV,5,II,NEW DORP LA,JEFFERSON AV,ON,II,2009-06-01T00:00:00,2009-06-01T00:00:00, ,R,1,Standard, 
17033,9006792,CLINTON ST,3,III,BUSH ST,HAMILTON AV,ON,III,2007-08-01T00:00:00,2007-08-01T00:00:00, ,L,1, ,Sharrows
17034,10317,S RAILROAD AV,5,III,GUYON AV,BEACH AV,ON,III,2009-06-01T00:00:00,2009-06-01T00:00:00, ,2,2,Sharrows,Sharrows
17035,231850,IKEA GREENWAY,3,I,BEARD ST,COLUMBIA ST,OFF,I,2008-06-01T00:00:00,2008-06-01T00:00:00, ,2,2,Greenway,Greenway
17036,27446,CAMPUS RD,3,III,AMERSFORT PL,E 23 ST,ON,III,2016-08-18T00:00:00,2016-08-18T00:00:00, ,L,1, ,Sharrows
17037,41038,AV I,3,III,E 56 ST,BEDFORD AV,ON,III,2003-06-01T00:00:00,2003-06-01T00:00:00, ,2,2,Signed Route,Signed Route
17038,302172,JAY ST,3,II,MN BRIDGE OFF RAMP,SANDS ST,ON,II,2004-06-01T00:00:00,2016-08-25T00:00:00, ,2,2,Curbside,Curbside
17039,71414,JEROME AV,2,III,E 162 ST,E 167 ST,ON,III,2002-06-01T00:00:00,2002-06-01T00:00:00, ,2,2,Sharrows,Sharrows
17040,151101,QUEENS BLVD,4,I,ELIOT AVE,YELLOWSTONE BLVD,ON,I,2017-12-11T00:00:00,2017-12-11T00:00:00, ,R,1,Protected Path, 
17041,78536,PARK AV,2,II,E 173 ST,E 188 ST,ON,II,2006-11-01T00:00:00,2006-11-01T00:00:00, ,R,1,Standard, 
17042,165668,YORK AV,1,III,E 59 ST,E 63 ST,ON,III,2003-08-01T00:00:00,2003-08-01T00:00:00, ,2,2,Signed Route,Signed Route
17043,163441,AV H,3,III,CAMPUS RD,OCEAN PKWY,ON,III,2009-07-01T00:00:00,2009-07-01T00:00:00, ,2,2,Sharrows,Sharrows
17044,21703,COLUMBIA ST,3,II,BAY ST,W 9 ST,ON,II,2009-08-01T00:00:00,2009-08-01T00:00:00, ,2,2,Curbside,Curbside
17045,181904,222 ST,4,II,100 AV,BRADDOCK AV,ON,II,2002-06-01T00:00:00,2002-06-01T00:00:00, ,2,2,Standard,Standard
17046,69296,128 ST,1,II,3 AVE,2 AVE,ON,II,2017-12-18T00:00:00,2017-12-18T00:00:00,buffered,R,1,Buffered Conventional, 
17047,35916,2 AV,1,III,E 34 ST,E 43 ST,ON,III,2011-07-22T00:00:00,2011-07-22T00:00:00, ,L,1, ,Sharrows
17048,238395,HENRY HUDSON PKWY SB EN DYCKMAN,1,I,FORT WASHINGTON PARK GREENWAY,RIVERSIDE DR,OFF,I,2003-09-01T00:00:00,2015-09-15T00:00:00,Access point to Hudson River Greenway,2,2,Sidewalk,Sidewalk
17049,275378,COLUMBIA ST,3,I,DE GRAW ST,ATLANTIC AV,OFF,I,2008-10-01T00:00:00,2008-10-01T00:00:00, ,2,2,Greenway,Greenway
17050,18154,SOUTH END AV,1,III,W THAMES ST,ALBANY ST,ON,III,2014-07-24T00:00:00,2014-07-24T00:00:00, ,2,2,Bike-Friendly Parking,Bike-Friendly Parking
17051,159202,E HOUSTON ST,1,II,FDR DR,NORFOLK ST,ON,II,2013-07-01T00:00:00,2013-07-01T00:00:00, ,L,1, ,Standard
17052,43893,THOMAS S BOYLAND STREET,3,II,EAST NEW YORK AVE,PACIFIC ST,ON,II,2014-10-15T00:00:00,2014-10-15T00:00:00, ,L,1, ,Standard
17053,9003893,W 117 ST,1,III,ADAM C POWELL BLVD,ST NICHOLAS AV,ON,III,1996-04-01T00:00:00,1996-04-01T00:00:00, ,R,1,Signed Route, 
17054,296471,3 AV,2,II,E 146 ST,E 150 ST,ON,II,2008-09-01T00:00:00,2008-09-01T00:00:00, ,L,1, ,Standard
17055,18637,BATH AV,3,II,BAY 19 ST,BAY 35 ST,ON,II,2018-10-09T00:00:00,2018-10-09T00:00:00, ,2,2,Standard,Standard
17056,146959,DR M L KING JR BLVD,2,II,EDWARD L GRANT HWY,W TREMONT AV,ON,II,2002-06-01T00:00:00,2002-06-01T00:00:00, ,R,1,Standard, 
17057,283313,OLD FULTON ST,3,II,FURMAN ST,FRONT ST,ON,II,2009-12-09T00:00:00,2012-08-29T00:00:00, ,2,2,Standard,Standard
17058,285469,SANDS ST,3,I,NAVY ST,JAY ST GREENWAY,ON,I,2009-11-01T00:00:00,2009-11-01T00:00:00, ,2,2,Protected Path,Protected Path
17059,88222,ALLERTON AV,2,II,KINGSLAND AV,BOSTON RD,ON,II,2009-08-01T00:00:00,2009-08-01T00:00:00, ,2,2,Standard,Standard
17060,296639,HUTCHINSON RIVER GREENWAY,2,I,BRUCKNER EP GREENWAY,SHORE RD GREENWAY,OFF,I,2013-10-31T00:00:00,2013-10-31T00:00:00, ,2,2,Greenway,Greenway
17061,162949,DEKALB AVE,3,II,FLATBUSH AVE,FULTON ST,ON,II,2017-07-18T00:00:00,2017-07-18T00:00:00, ,L,1, ,Standard
17062,56421,HOOVER AV,4,II,135 ST,MAIN ST,ON,II,2000-01-01T00:00:00,2017-12-15T00:00:00,shared lane implemented 6/1/2010,R,1,Standard, 
17063,95957,73 AV,4,II,MAIN ST,199 ST,ON,II,1979-07-01T00:00:00,1979-07-01T00:00:00, ,2,2,Standard,Standard
17064,47433,LIBERTY AV,3,III,MILLER AV,MOTHER GASTON BLVD,ON,III,2009-10-01T00:00:00,2009-10-01T00:00:00, ,2,2,Sharrows,Sharrows
17065,307972,SHORE RD GREENWAY,2,I,PELHAM BR,PARK DR,OFF,I,1999-10-01T00:00:00,1999-10-01T00:00:00, ,2,2,Greenway,Greenway
17066,37837,EAST 106 STREET,1,II,5 AVE,1 AVE,ON,II,2014-08-08T00:00:00,2014-08-08T00:00:00, ,2,2,Standard,Standard
17067,310557,E 105 ST,1,II,FDR SERVICE RD,1 AV,ON,II,2018-07-01T00:00:00,2018-07-01T00:00:00, ,L,1, ,Standard
17068,30447,BERRY ST,3,II,DIVISION AV,N 14 ST,ON,II,2003-11-01T00:00:00,2003-11-01T00:00:00, ,L,1, ,Standard
17069,9007766,COLUMBUS AV,1,I,CATHEDRAL PKWY,W 96 ST,ON,I,2013-09-25T00:00:00,2013-09-25T00:00:00, ,L,1, ,Protected Path
17070,39050,FT WASHINGTON AV,1,III,W 160 ST,W 165 ST,ON,III,2001-11-01T00:00:00,2001-11-01T00:00:00, ,2,2,Sharrows,Sharrows
17071,31703,WASHINGTON ST,1,II,GANSEVOORT ST,CANAL ST,ON,II,2008-04-01T00:00:00,2008-04-01T00:00:00, ,L,1, ,Standard
17072,9003953,W 119 ST,1,II,PARK AV,ST NICHOLAS AV,ON,II,2003-06-01T00:00:00,2003-06-01T00:00:00, ,R,1,Standard, 
17073,32111,GRAND ST,1,I,VARICK ST,CHRYSTIE ST,ON,I,2006-10-01T00:00:00,2008-11-04T00:00:00, ,R,1,Protected Path, 
17074,28451,BEDFORD AV,3,II,EMMONS AV,DIVISION AV,ON,II,1997-08-01T00:00:00,1997-08-01T00:00:00, ,2,2,Standard,Standard
17075,237302,SHORE RD GREENWAY,2,I,PELHAM BR,PARK DR,OFF,I,1999-10-01T00:00:00,1999-10-01T00:00:00, ,2,2,Greenway,Greenway
17076,126902,72 ST,3,II,SHORE RD,COLONIAL RD,ON,II,2001-11-01T00:00:00,2001-11-01T00:00:00, ,R,1,Standard, 
17077,158082,ORIENTAL BLVD,3,II,WEST END AV,OXFORD ST,ON,II,2003-05-01T00:00:00,2003-05-01T00:00:00, ,R,1,Curbside, 
17078,151955,NEPTUNE AV,3,II,W 37 ST,BRIGHTON 8 ST,ON,II,2005-08-01T00:00:00,2005-08-01T00:00:00, ,R,1,Standard, 
17079,102948,82 AVE,4,II,COMMONWEALTH BLVD,268 ST,ON,II,2017-06-28T00:00:00,2017-06-28T00:00:00, ,2,2,Standard,Standard
17080,36843,11 STREET,4,III,JACKSON AVE,QUEENS PLAZA SOUTH,ON,III,2014-04-21T00:00:00,2014-04-21T00:00:00, ,2,2,Sharrows,Sharrows
17081,29846,STERLING PL,3,II,KINGSTON AVE,VANDERBILT AVE,ON,II,2016-09-20T00:00:00,2016-09-20T00:00:00, ,L,1, ,Standard
17082,146176,E 167 ST,2,III,WALTON AV,GRANT AV,ON,III,2007-07-01T00:00:00,2007-07-01T00:00:00, ,R,1,Sharrows, 
17083,236578,PELHAM PKWY GREENWAY,2,I,ALLERTON AV,SHORE RD GREENWAY,OFF,I,1979-05-01T00:00:00,1979-05-01T00:00:00, ,2,2,Greenway,Greenway
17084,67196,VERNON BLVD,4,III,34 AV,33 RD,ON,III,2008-07-31T00:00:00,2013-11-20T00:00:00, ,2,2,Sharrows,Sharrows
17085,66607,47 AVENUE,4,III,SKILLMAN AVENUE,51 Street,ON,III,2014-06-02T00:00:00,2014-06-02T00:00:00, ,2,2,Sharrows,Sharrows
17086,9008161,DELANCEY ST,1,III,MANGIN ST,CLINTON ST,ON,III,2006-10-01T00:00:00,2006-10-01T00:00:00, ,R,1,Sharrows, 
17087,157202,UTOPIA PKWY,4,II,CROSS IS PKWY SR S,25 AV,ON,II,2003-05-01T00:00:00,2003-05-01T00:00:00, ,L,1, ,Standard
17088,157528,NEPTUNE AV,3,II,W 37 ST,BRIGHTON 8 ST,ON,II,2005-08-01T00:00:00,2005-08-01T00:00:00, ,L,1, ,Standard
17089,68075,39 AV,4,III,WOODSIDE AV,48 ST,ON,III,2008-05-01T00:00:00,2008-05-01T00:00:00, ,2,2,Sharrows,Sharrows
17090,9004590,WILLIS AV,2,I,E 135 ST,E 148 ST,ON,I,2008-09-18T00:00:00,2019-10-29, ,2,2,Protected Path,Protected Path
17091,112159,MILL RD,5,III,GUYON AV,PENN AV,ON,III,2019-06-24T00:00:00,2019-06-24T00:00:00, ,2,2,Sharrows,Sharrows
17092,112160,MILL RD,5,III,GUYON AV,PENN AV,ON,III,2019-06-24T00:00:00,2019-06-24T00:00:00, ,2,2,Sharrows,Sharrows
17093,10606,MILL RD,5,III,GUYON AV,PENN AV,ON,III,2019-06-24T00:00:00,2019-06-24T00:00:00, ,2,2,Sharrows,Sharrows
17094,108481,MILL RD,5,III,GUYON AV,PENN AV,ON,III,2019-06-24T00:00:00,2019-06-24T00:00:00, ,2,2,Sharrows,Sharrows
17095,10607,MILL RD,5,III,GUYON AV,PENN AV,ON,III,2019-06-24T00:00:00,2019-06-24T00:00:00, ,2,2,Sharrows,Sharrows
17096,10624,MILL RD,5,III,GUYON AV,PENN AV,ON,III,2019-06-24T00:00:00,2019-06-24T00:00:00, ,2,2,Sharrows,Sharrows
17097,112161,MILL RD,5,III,GUYON AV,PENN AV,ON,III,2019-06-24T00:00:00,2019-06-24T00:00:00, ,2,2,Sharrows,Sharrows
17098,112162,MILL RD,5,III,GUYON AV,PENN AV,ON,III,2019-06-24T00:00:00,2019-06-24T00:00:00, ,2,2,Sharrows,Sharrows
17099,10596,MILL RD,5,III,GUYON AV,PENN AV,ON,III,2019-06-24T00:00:00,2019-06-24T00:00:00, ,2,2,Sharrows,Sharrows
17100,10603,MILL RD,5,III,GUYON AV,PENN AV,ON,III,2019-06-24T00:00:00,2019-06-24T00:00:00, ,2,2,Sharrows,Sharrows
17101,108480,MILL RD,5,III,GUYON AV,PENN AV,ON,III,2019-06-24T00:00:00,2019-06-24T00:00:00, ,2,2,Sharrows,Sharrows
17102,7487,GUYON AV,5,II,S RAILROAD AV,ACORN ST,ON,"III,II",2019-06-11T00:00:00,2019-06-11T00:00:00, ,2,2,Sharrows,Curbside
17103,7491,GUYON AV,5,III,ACORN ST,MILL RD,ON,III,2019-06-11T00:00:00,2019-06-11T00:00:00, ,2,2,Sharrows,Sharrows
17104,7495,GUYON AV,5,III,ACORN ST,MILL RD,ON,III,2019-06-11T00:00:00,2019-06-11T00:00:00, ,2,2,Sharrows,Sharrows
17105,7497,GUYON AV,5,III,ACORN ST,MILL RD,ON,III,2019-06-11T00:00:00,2019-06-11T00:00:00, ,2,2,Sharrows,Sharrows
17106,7501,GUYON AV,5,III,ACORN ST,MILL RD,ON,III,2019-06-11T00:00:00,2019-06-11T00:00:00, ,2,2,Sharrows,Sharrows
17107,10264,GUYON AV,5,III,ACORN ST,MILL RD,ON,III,2019-06-11T00:00:00,2019-06-11T00:00:00, ,2,2,Sharrows,Sharrows
17108,10267,GUYON AV,5,III,ACORN ST,MILL RD,ON,III,2019-06-11T00:00:00,2019-06-11T00:00:00, ,2,2,Sharrows,Sharrows
17109,10280,GUYON AV,5,III,ACORN ST,MILL RD,ON,III,2019-06-11T00:00:00,2019-06-11T00:00:00, ,2,2,Sharrows,Sharrows
17110,10429,GUYON AV,5,III,ACORN ST,MILL RD,ON,III,2019-06-11T00:00:00,2019-06-11T00:00:00, ,2,2,Sharrows,Sharrows
17111,10433,GUYON AV,5,III,ACORN ST,MILL RD,ON,III,2019-06-11T00:00:00,2019-06-11T00:00:00, ,2,2,Sharrows,Sharrows
17112,10437,GUYON AV,5,III,ACORN ST,MILL RD,ON,III,2019-06-11T00:00:00,2019-06-11T00:00:00, ,2,2,Sharrows,Sharrows
17113,10439,GUYON AV,5,III,ACORN ST,MILL RD,ON,III,2019-06-11T00:00:00,2019-06-11T00:00:00, ,2,2,Sharrows,Sharrows
17114,10443,GUYON AV,5,III,ACORN ST,MILL RD,ON,III,2019-06-11T00:00:00,2019-06-11T00:00:00, ,2,2,Sharrows,Sharrows
17115,10586,GUYON AV,5,III,ACORN ST,MILL RD,ON,III,2019-06-11T00:00:00,2019-06-11T00:00:00, ,2,2,Sharrows,Sharrows
17116,10592,GUYON AV,5,III,ACORN ST,MILL RD,ON,III,2019-06-11T00:00:00,2019-06-11T00:00:00, ,2,2,Sharrows,Sharrows
17117,160222,GUYON AV,5,III,ACORN ST,MILL RD,ON,III,2019-06-11T00:00:00,2019-06-11T00:00:00, ,2,2,Sharrows,Sharrows
17118,160223,GUYON AV,5,III,ACORN ST,MILL RD,ON,III,2019-06-11T00:00:00,2019-06-11T00:00:00, ,2,2,Sharrows,Sharrows
17119,160224,GUYON AV,5,III,ACORN ST,MILL RD,ON,III,2019-06-11T00:00:00,2019-06-11T00:00:00, ,2,2,Sharrows,Sharrows
17120,160225,GUYON AV,5,III,ACORN ST,MILL RD,ON,III,2019-06-11T00:00:00,2019-06-11T00:00:00, ,2,2,Sharrows,Sharrows
17121,11751,JEFFERSON ST,5,III,BUEL AV,JEFFERSON AV,ON,III,2019-06-24T00:00:00,2019-06-24T00:00:00, ,2,2,Sharrows,Sharrows
17122,11763,JEFFERSON ST,5,III,BUEL AV,JEFFERSON AV,ON,III,2019-06-24T00:00:00,2019-06-24T00:00:00, ,2,2,Sharrows,Sharrows
17123,112296,JEFFERSON ST,5,III,BUEL AV,JEFFERSON AV,ON,III,2019-06-24T00:00:00,2019-06-24T00:00:00, ,2,2,Sharrows,Sharrows
17124,9005292,JEFFERSON ST,5,III,BUEL AV,JEFFERSON AV,ON,III,2019-06-24T00:00:00,2019-06-24T00:00:00, ,2,2,Sharrows,Sharrows
17125,9005293,JEFFERSON ST,5,III,BUEL AV,JEFFERSON AV,ON,III,2019-06-24T00:00:00,2019-06-24T00:00:00, ,2,2,Sharrows,Sharrows
17126,9005294,JEFFERSON ST,5,III,BUEL AV,JEFFERSON AV,ON,III,2019-06-24T00:00:00,2019-06-24T00:00:00, ,2,2,Sharrows,Sharrows
17127,9005295,JEFFERSON ST,5,III,BUEL AV,JEFFERSON AV,ON,III,2019-06-24T00:00:00,2019-06-24T00:00:00, ,2,2,Sharrows,Sharrows
17128,9005296,JEFFERSON ST,5,III,BUEL AV,JEFFERSON AV,ON,III,2019-06-24T00:00:00,2019-06-24T00:00:00, ,2,2,Sharrows,Sharrows
17129,9005297,JEFFERSON ST,5,III,BUEL AV,JEFFERSON AV,ON,III,2019-06-24T00:00:00,2019-06-24T00:00:00, ,2,2,Sharrows,Sharrows
17130,9005298,JEFFERSON ST,5,III,BUEL AV,JEFFERSON AV,ON,III,2019-06-24T00:00:00,2019-06-24T00:00:00, ,2,2,Sharrows,Sharrows
17131,9005299,JEFFERSON ST,5,III,BUEL AV,JEFFERSON AV,ON,III,2019-06-24T00:00:00,2019-06-24T00:00:00, ,2,2,Sharrows,Sharrows
17132,9005300,JEFFERSON ST,5,III,BUEL AV,JEFFERSON AV,ON,III,2019-06-24T00:00:00,2019-06-24T00:00:00, ,2,2,Sharrows,Sharrows
17133,11750,JEFFERSON ST,5,III,BUEL AV,JEFFERSON AV,ON,III,2019-06-24T00:00:00,2019-06-24T00:00:00, ,2,2,Sharrows,Sharrows
17134,11644,JEFFERSON ST,5,III,BUEL AV,JEFFERSON AV,ON,III,2019-06-24T00:00:00,2019-06-24T00:00:00, ,2,2,Sharrows,Sharrows
17135,144773,4 AV,3,I,1 ST,15 ST,ON,I,2013-10-11T00:00:00,2019-07-09, ,R,1,Protected Path, 
17136,152416,4 AV,3,I,1 ST,15 ST,ON,I,2013-10-11T00:00:00,2019-07-09, ,R,1,Protected Path, 
17137,152483,4 AV,3,I,1 ST,15 ST,ON,I,2013-10-11T00:00:00,2019-07-09, ,R,1,Protected Path, 
17138,157469,4 AV,3,I,1 ST,15 ST,ON,I,2013-10-11T00:00:00,2019-07-09, ,R,1,Protected Path, 
17139,157608,4 AV,3,I,1 ST,15 ST,ON,I,2013-10-11T00:00:00,2019-07-09, ,R,1,Protected Path, 
17140,157618,4 AV,3,I,1 ST,15 ST,ON,I,2013-10-11T00:00:00,2019-07-09, ,R,1,Protected Path, 
17141,157629,4 AV,3,I,1 ST,15 ST,ON,I,2013-10-11T00:00:00,2019-07-09, ,R,1,Protected Path, 
17142,157885,4 AV,3,I,1 ST,15 ST,ON,I,2013-10-11T00:00:00,2019-07-09, ,R,1,Protected Path, 
17143,157963,4 AV,3,I,1 ST,15 ST,ON,I,2013-10-11T00:00:00,2019-07-09, ,R,1,Protected Path, 
17144,158052,4 AV,3,I,1 ST,15 ST,ON,I,2013-10-11T00:00:00,2019-07-09, ,R,1,Protected Path, 
17145,158141,4 AV,3,I,1 ST,15 ST,ON,I,2013-10-11T00:00:00,2019-07-09, ,R,1,Protected Path, 
17146,158242,4 AV,3,I,1 ST,15 ST,ON,I,2013-10-11T00:00:00,2019-07-09, ,R,1,Protected Path, 
17147,158272,4 AV,3,I,1 ST,15 ST,ON,I,2013-10-11T00:00:00,2019-07-09, ,R,1,Protected Path, 
17148,158298,4 AV,3,I,1 ST,15 ST,ON,I,2013-10-11T00:00:00,2019-07-09, ,R,1,Protected Path, 
17149,196544,4 AV,3,I,1 ST,15 ST,ON,I,2013-10-11T00:00:00,2019-07-09, ,R,1,Protected Path, 
17150,196545,4 AV,3,I,1 ST,15 ST,ON,I,2013-10-11T00:00:00,2019-07-09, ,R,1,Protected Path, 
17151,15188,BROAD ST,5,II,VAN DUZER ST,WRIGHT ST,ON,II,2019-07-16,2019-07-16, ,2,2,Standard,Standard
